City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kruisfontein,-34.0033,24.7314,73.99,70,38,7.0,ZA,1614786685
Nanzhou,29.3596,112.4024,47.62,89,47,6.85,CN,1614786926
Sisimiut,66.9395,-53.6735,29.35,85,100,5.14,GL,1614786926
Sorong,-0.8833,131.25,80.96,74,74,6.73,ID,1614786421
Afyonkarahisar,38.75,30.6667,37.27,75,0,8.88,TR,1614786464
San Quintín,30.4833,-115.95,58.8,66,0,11.27,MX,1614786674
Moerai,-22.4333,-151.3333,80.08,71,85,9.57,PF,1614786927
Mittagong,-34.45,150.45,64.0,77,100,1.99,AU,1614786793
Huilong,31.8111,121.655,50.0,91,100,10.16,CN,1614786606
Aksarka,66.5606,67.7975,5.4,95,100,7.7,RU,1614786928
Qaqortoq,60.7167,-46.0333,44.6,31,75,49.48,GL,1614786524
Roald,62.5833,6.1333,37.4,60,75,10.36,NO,1614786928
Lata,40.1629,-8.3327,72.0,45,27,6.8,PT,1614786545
Polokwane,-23.9045,29.4688,78.8,50,20,4.61,ZA,1614786929
Emerald,-23.5333,148.1667,78.8,65,8,9.22,AU,1614786619
High Level,58.5169,-117.136,-7.6,92,40,2.71,CA,1614786929
Fort Nelson,58.8053,-122.7002,1.4,85,40,5.75,CA,1614786657
Liliongan,7.3628,124.7928,71.04,78,79,6.2,PH,1614786930
Taoudenni,22.6783,-3.9836,86.02,11,100,11.48,ML,1614786930
Örnsköldsvik,63.2909,18.7153,35.6,48,0,16.11,SE,1614786803
Bengkulu,-3.8004,102.2655,77.54,81,99,4.74,ID,1614786592
Geraldton,-28.7667,114.6,69.8,88,9,4.61,AU,1614786658
Tondano,1.3038,124.9112,77.0,94,20,2.3,ID,1614786931
Tahoua,14.8888,5.2692,98.6,6,0,9.22,NE,1614786932
Kitob,39.0843,66.8332,50.0,50,8,4.61,UZ,1614786932
Atchison,39.563,-95.1216,52.0,49,0,5.84,US,1614786932
Oistins,13.0667,-59.5333,82.4,57,40,20.71,BB,1614786327
Mount Gambier,-37.8333,140.7667,57.2,67,90,10.36,AU,1614786534
Ngama,11.7833,17.1667,99.39,7,96,12.73,TD,1614786913
Cullinan,-25.6709,28.5236,81.0,38,19,4.61,ZA,1614786933
Angoram,-4.0625,144.0661,74.34,95,100,3.91,PG,1614786934
Porto Walter,-8.2686,-72.7439,79.7,90,72,3.18,BR,1614786934
Kybartai,54.6386,22.7632,40.59,78,0,9.37,LT,1614786934
Erdenet,49.0333,104.0833,16.16,87,87,4.21,MN,1614786935
Mount Isa,-20.7333,139.5,87.8,20,88,12.66,AU,1614786935
Kovdor,67.5662,30.4758,20.23,98,100,3.87,RU,1614786935
Aswān,24.0934,32.907,70.39,21,0,13.91,EG,1614786874
Bulawayo,-20.15,28.5833,69.03,62,0,5.79,ZW,1614786544
Constitución,-35.3333,-72.4167,72.09,51,19,10.42,CL,1614786936
Haines Junction,60.7522,-137.5108,-5.8,77,94,2.3,CA,1614786614
Tezu,27.9167,96.1667,69.4,36,15,5.26,IN,1614786936
Santa Cruz de La Palma,28.6835,-17.7642,69.8,56,75,5.75,ES,1614786937
Bandarbeyla,9.4942,50.8122,78.06,75,58,15.05,SO,1614786937
Anito,12.4497,125.2886,76.39,89,41,8.1,PH,1614786937
Assiut,27.181,31.1837,68.0,42,0,11.5,EG,1614786938
Gamba,-2.65,10.0,83.07,81,71,10.25,GA,1614786938
Olafsvik,64.8945,-23.7142,39.88,91,100,15.82,IS,1614786938
Bandar,2.05,99.75,73.81,84,98,2.98,ID,1614786939
Ulladulla,-35.35,150.4667,61.0,82,90,2.48,AU,1614786939
Kununurra,-15.7667,128.7333,82.4,75,100,6.91,AU,1614786623
Port Moresby,-9.4431,147.1797,73.4,94,75,5.75,PG,1614786912
Seymchan,62.8833,152.4333,-23.62,84,100,7.96,RU,1614786940
Adré,13.4667,22.2,88.25,12,54,11.65,TD,1614786940
Berezniki,59.4152,56.8124,24.01,81,100,4.59,RU,1614786941
Morón,-34.6534,-58.6198,84.99,63,89,4.0,AR,1614786613
Namatanai,-3.6667,152.4333,78.85,83,81,5.75,PG,1614786941
Yeppoon,-23.1333,150.7333,78.8,78,90,8.05,AU,1614786942
Anicuns,-16.4611,-49.9617,77.18,86,99,6.87,BR,1614786942
Beyla,8.6833,-8.6333,92.71,32,40,4.83,GN,1614786942
Marabba,12.35,32.1833,89.06,12,100,10.45,SD,1614786942
Rocha,-34.4833,-54.3333,80.76,67,41,16.31,UY,1614786943
Amazar,53.858,120.875,-6.77,88,96,3.47,RU,1614786943
Cockburn Town,21.4612,-71.1419,78.8,65,40,17.27,TC,1614786651
Margate,51.3813,1.3862,48.0,90,25,1.01,GB,1614786652
Prince Albert,53.2001,-105.7677,6.8,85,90,4.38,CA,1614786673
Bud,39.447,-86.1758,48.0,57,1,9.57,US,1614786624
Sabha,27.0377,14.4283,71.73,21,0,11.56,LY,1614786554
Cooma,-36.2333,149.1333,37.4,93,23,1.36,AU,1614786945
Pisco,-13.7,-76.2167,80.6,69,75,6.91,PE,1614786700
Cho Dok,10.7,105.1167,77.2,72,0,6.46,VN,1614786945
Mackay,-21.15,149.2,80.6,78,75,14.97,AU,1614786946
Nurota,40.5614,65.6886,48.2,43,0,2.3,UZ,1614786946
Rong Kwang,18.339,100.3174,77.27,72,51,1.25,TH,1614786947
Half Moon Bay,37.4636,-122.4286,48.99,66,1,3.8,US,1614786662
Port Augusta,-32.5,137.7667,64.99,77,40,8.05,AU,1614786947
Beloha,-25.1667,45.05,74.86,85,76,8.72,MG,1614786948
Maceió,-9.6658,-35.7353,86.0,62,75,5.75,BR,1614786948
Alekseyevskoye,55.3071,50.1135,23.0,63,40,11.18,RU,1614786948
Kashgar,39.4547,75.9797,46.4,49,75,1.52,CN,1614786949
Airai,-8.9266,125.4092,60.91,100,100,0.81,TL,1614786526
Kurya,51.6003,82.2888,10.45,92,18,12.59,RU,1614786949
Esim,4.8699,-2.2405,83.95,75,94,9.48,GH,1614786950
Muros,42.7762,-9.0603,66.0,63,12,7.0,ES,1614786950
Deputatsky,69.3,139.9,-27.9,87,100,3.27,RU,1614786950
Laas,46.6166,10.7002,54.0,56,0,0.96,IT,1614786587
Westport,41.1415,-73.3579,44.01,38,0,5.01,US,1614786951
Aasiaat,68.7098,-52.8699,24.37,92,100,11.41,GL,1614786951
Mazagão,-0.115,-51.2894,87.8,70,75,3.44,BR,1614786951
Havøysund,70.9963,24.6622,28.4,54,75,17.27,NO,1614786598
Port Lincoln,-34.7333,135.8667,58.69,83,0,16.37,AU,1614786696
Lakes Entrance,-37.8811,147.981,51.01,80,15,11.14,AU,1614786584
Bagdarin,54.4333,113.6,-10.01,84,82,4.56,RU,1614786952
Betanzos,43.2804,-8.2147,63.0,67,40,9.22,ES,1614786952
Broken Hill,-31.95,141.4333,60.8,29,0,3.44,AU,1614786953
Otavi,-19.65,17.3333,78.84,38,0,8.95,NA,1614786953
Nesna,66.1967,13.0213,33.8,86,75,17.27,NO,1614786953
Santa Fe,-31.6333,-60.7,93.0,50,77,1.99,AR,1614786869
Zhigalovo,54.8097,105.1578,-20.9,96,6,2.37,RU,1614786954
Takhtamygda,54.1,123.5667,-14.48,86,94,3.42,RU,1614786954
Kazygurt,41.7589,69.3864,50.0,66,40,2.37,KZ,1614786662
Omboué,-1.5746,9.2618,82.89,82,71,9.93,GA,1614786631
Noumea,-22.2763,166.4572,73.4,83,0,8.37,NC,1614786955
Chone,-0.6833,-80.1,84.04,71,20,3.42,EC,1614786955
Riyadh,24.6877,46.7219,77.0,18,0,10.36,SA,1614786782
Casablanca,33.5928,-7.6192,69.8,88,40,5.75,MA,1614786937
Mnogovershinnyy,53.9353,139.9242,-6.81,85,40,3.6,RU,1614786956
Olinda,-8.0089,-34.8553,82.4,65,40,11.5,BR,1614786956
Saint George,37.1041,-113.5841,35.6,30,1,5.91,US,1614786403
Sibolga,1.7427,98.7792,77.23,84,99,3.58,ID,1614786956
Sabang,5.8933,95.3214,82.51,71,53,3.62,ID,1614786957
Prado,-17.3411,-39.2208,83.14,62,50,7.36,BR,1614786714
Port Blair,11.6667,92.75,80.13,69,0,7.52,IN,1614786662
Taltal,-25.4,-70.4833,71.94,66,27,7.9,CL,1614786958
Talara,-4.5772,-81.2719,78.8,89,75,3.44,PE,1614786958
Isabela,6.7085,121.9711,77.0,83,75,1.14,PH,1614786958
Stenløse,55.7683,12.1972,42.01,96,0,6.24,DK,1614786959
Digora,43.1581,44.1569,37.4,93,90,6.71,RU,1614786920
Bahía Honda,22.9036,-83.1592,82.83,52,0,4.12,CU,1614786959
Hjelset,62.7833,7.4833,37.4,65,75,10.36,NO,1614786959
Ovalle,-30.5983,-71.2003,80.24,44,32,6.82,CL,1614786960
La Rioja,-29.4111,-66.8507,81.68,52,51,5.12,AR,1614786960
Ayan,56.45,138.1667,-11.6,71,78,5.53,RU,1614786550
Jumla,29.2747,82.1838,41.41,60,0,3.71,NP,1614786961
Sakata,38.9167,139.855,31.06,90,2,7.36,JP,1614786961
Norman Wells,65.282,-126.8329,-16.6,76,75,2.3,CA,1614786518
Mossamedes,-15.1961,12.1522,78.8,69,75,18.41,AO,1614786626
Mpika,-11.8343,31.4529,67.15,93,95,3.0,ZM,1614786962
Apastovo,55.2029,48.5109,23.0,63,40,11.18,RU,1614786962
Purificación,3.8587,-74.9313,80.37,66,97,3.58,CO,1614786963
Sembakung,3.8167,117.25,73.81,96,0,1.95,ID,1614786963
São Félix do Xingu,-6.6447,-51.995,79.12,83,99,1.41,BR,1614786963
Konya Province,38.1667,32.5,48.2,40,40,13.8,TR,1614786963
Mersing,2.4312,103.8405,80.6,83,84,6.91,MY,1614786964
Tariba,7.8188,-72.2243,80.6,61,40,4.61,VE,1614786964
Krasnosel'kup,65.7,82.4667,-2.27,93,100,22.55,RU,1614786657
Chernyshevskiy,63.0128,112.4714,-39.53,81,0,2.28,RU,1614786964
Charters Towers,-20.1,146.2667,73.98,85,100,4.68,AU,1614786965
Ngunguru,-35.6167,174.5,66.0,96,77,3.0,NZ,1614786965
Naze,28.3667,129.4833,57.99,74,59,15.08,JP,1614786735
Marawi,7.9986,124.2928,73.99,91,97,5.01,PH,1614786539
Māngrol,21.1167,70.1167,77.29,45,0,13.4,IN,1614786687
Uberlândia,-18.9186,-48.2772,78.8,57,75,16.11,BR,1614786903
Kysyl-Syr,63.8986,122.7617,-22.11,86,100,6.98,RU,1614786966
Karwar,14.8,74.1333,77.7,85,0,4.94,IN,1614786965
Saint-Joseph,-21.3667,55.6167,78.8,83,0,21.85,RE,1614786966
Baracoa,20.3467,-74.4958,83.93,55,21,2.19,CU,1614786967
Beringovskiy,63.05,179.3167,-6.27,85,100,11.05,RU,1614786599
Tselinnoye,53.0833,85.6667,11.35,95,92,8.03,RU,1614786967
Evensk,61.95,159.2333,2.77,86,100,18.79,RU,1614786967
Benguela,-12.5763,13.4055,80.76,71,43,9.82,AO,1614786968
Puerto Baquerizo Moreno,-0.9,-89.6,84.2,84,40,4.61,EC,1614786663
Sandwick,60.0,-1.25,44.6,76,75,10.36,GB,1614786968
Okara,30.8081,73.4458,70.07,22,0,4.74,PK,1614786969
Lumeje,-11.55,20.7833,78.21,63,97,3.06,AO,1614786969
Verkhnyaya Sinyachikha,57.976,61.6673,23.58,97,98,6.29,RU,1614786969
Salta,-24.7859,-65.4117,68.0,88,90,2.3,AR,1614786524
Partizanskoye,55.5006,94.39,-8.79,90,100,2.46,RU,1614786969
Carstairs,51.5668,-114.102,26.6,63,0,9.22,CA,1614786970
Lázaro Cárdenas,17.9583,-102.2,83.16,44,0,1.72,MX,1614786970
Mezhova,48.2532,36.7347,33.4,88,35,7.94,UA,1614786970
Athabasca,54.7169,-113.2854,17.6,100,48,3.44,CA,1614786970
Shestakovo,56.4915,103.96,-23.58,84,61,2.15,RU,1614786971
Arinos,-15.9169,-46.1056,83.14,58,93,5.46,BR,1614786971
Yaan,7.3833,8.5667,103.1,8,88,9.51,NG,1614786972
Te Anau,-45.4167,167.7167,46.35,80,22,3.8,NZ,1614786972
Sefophe,-22.1833,27.9667,80.6,57,20,2.59,BW,1614786972
Oktyabr'skoye,43.0645,44.7417,33.8,93,90,6.71,RU,1614786973
Burns Lake,54.2331,-125.7533,28.4,80,100,3.44,CA,1614786973
Pemangkat,1.1667,108.9667,78.66,88,51,9.84,ID,1614786973
Terrace,54.5163,-128.6035,32.0,100,90,4.61,CA,1614786974
Abhā,18.2164,42.5053,68.0,59,20,11.5,SA,1614786649
Yamada,39.4667,141.95,32.11,95,86,3.04,JP,1614786678
Januária,-15.4833,-44.3667,83.17,55,99,5.84,BR,1614786974
Lompoc,34.6391,-120.4579,45.0,87,20,6.91,US,1614786571
Saint-Louis,16.3333,-15.0,100.4,16,0,2.3,SN,1614786975
Volkach,49.8667,10.2333,52.0,71,34,4.12,DE,1614786975
Yashkul',46.1711,45.3435,35.78,83,96,11.97,RU,1614786976
Kawalu,-7.3817,108.2082,73.29,95,100,4.14,ID,1614786976
Santa Vitória do Palmar,-33.5189,-53.3681,76.93,83,74,15.5,BR,1614786976
Dubrovka,53.6907,33.5071,37.4,60,40,11.18,RU,1614786976
La Ronge,55.1001,-105.2842,14.0,92,48,4.61,CA,1614786646
Yeniseysk,58.4497,92.1703,-6.5,88,96,8.46,RU,1614786977
Skeldon,5.8833,-57.1333,81.73,82,54,3.31,GY,1614786977
Itháki,38.3642,20.7185,64.4,42,0,8.05,GR,1614786977
Jacareacanga,-6.2222,-57.7528,73.83,96,100,2.39,BR,1614786615
Ciudad Bolivar,8.1222,-63.5497,88.59,43,37,10.58,VE,1614786978
